,annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
20518,2018,Maladies psychiatriques,Troubles addictifs,Troubles addictifs,PSY_ADD_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,6510.0,580530.0,0.011214,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
20563,2018,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,40.0,185990.0,0.000226,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
20565,2018,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,30.0,185990.0,0.000151,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
20566,2018,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,20.0,185990.0,0.000108,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
20571,2018,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,40940.0,467070.0,0.087646,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
20587,2018,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1070.0,467070.0,0.002287,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
20588,2018,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,540.0,467070.0,0.001158,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
20609,2018,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,9750.0,3609530.0,0.0027,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
20614,2018,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,33030.0,1268750.0,0.026031,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
20627,2018,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,MCV_EPU_IND,Embolie pulmonaire,99,999,350.0,1268750.0,0.000275,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
20632,2018,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,50.0,1268750.0,3.8e-05,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
20645,2018,"Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire",POP_TOT_ABS,MCV_EPU_IND,Embolie pulmonaire,99,999,,35585220.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
20654,2018,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",TAA_CAT_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,1149040.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
20665,2018,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",TAA_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,,1149040.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
20674,2018,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",TAA_CAT_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,1149040.0,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
20681,2018,Traitements du risque vasculaire (hors pathologies),,,TFC_CAT_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,760370.0,8438690.0,0.090105,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
20691,2018,Traitements du risque vasculaire (hors pathologies),,,TFC_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,11420.0,8438690.0,0.001353,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
20698,2018,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,663640.0,7251800.0,0.091514,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
20705,2018,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,11520.0,7251800.0,0.001589,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
20706,2018,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,10240.0,7251800.0,0.001411,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
20723,2018,Traitements du risque vasculaire (hors pathologies),Traitements hypolipémiants (hors pathologies),Traitements hypolipémiants (hors pathologies),TFC_LIP_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,3960.0,3133240.0,0.001264,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
20754,2018,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,5300.0,2928820.0,0.001809,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
20761,2018,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,390040.0,3092690.0,0.126117,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
20775,2018,Traitements psychotropes (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),TPS_HYP_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,186070.0,1314230.0,0.141578,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
20783,2018,Traitements psychotropes (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),TPS_HYP_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,8750.0,1314230.0,0.006656,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
20810,2018,Traitements psychotropes (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),TPS_NLE_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,860.0,319040.0,0.002708,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
20833,2021,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,6380.0,1761690.0,0.00362,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
20835,2021,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,4450.0,1761690.0,0.002525,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
20836,2021,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,4270.0,1761690.0,0.002424,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
20852,2021,Cancers,,,CAN_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,14390.0,3369040.0,0.004272,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
20872,2021,Cancers,Autres cancers,,CAN_AUT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,9960.0,1817370.0,0.005478,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
20892,2021,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,10320.0,869270.0,0.011874,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
20918,2021,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,2310.0,948100.0,0.002436,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
20939,2021,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,102480.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
20940,2021,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,41470.0,102480.0,0.404621,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
20963,2021,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,25530.0,58710.0,0.434779,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
21008,2021,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,420.0,141930.0,0.002931,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
21052,2021,Cancers,Cancer de la prostate,,CAN_PRO_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2460.0,548290.0,0.00449,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
21068,2021,Cancers,Cancer de la prostate,Cancer de la prostate actif,CAN_PRO_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1350.0,216090.0,0.006243,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
21078,2021,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,39330.0,332200.0,0.118384,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
21092,2021,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,1000.0,332200.0,0.003013,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
21107,2021,Cancers,Cancer du sein de la femme,,CAN_SEI_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2100.0,732510.0,0.002868,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
21124,2021,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1380.0,231350.0,0.005969,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
21125,2021,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,MCV_EPU_IND,Embolie pulmonaire,99,999,1110.0,231350.0,0.004802,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
21166,2021,Diabète,Diabète,Diabète,DIA_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,10360.0,4147840.0,0.002497,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
21182,2021,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2380.0,245340.0,0.009693,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"1,2,3"
21187,2021,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,Hospitalisation pour Covid-19,INF_COV_HOS,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1090.0,245340.0,0.004459,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
21220,2021,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,530.0,100300.0,0.005254,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
21252,2021,Insuffisance rénale chronique terminale,Suivi de transplantation rénale,Suivi de transplantation rénale,IRT_TRE_CHR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,3500.0,40800.0,0.085756,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
21263,2021,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,3050.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
21269,2021,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,330.0,3050.0,0.106418,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
21287,2021,Maladies cardioneurovasculaires,,,MCV_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,41940.0,5293440.0,0.007923,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
21289,2021,Maladies cardioneurovasculaires,,,MCV_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,23640.0,5293440.0,0.004465,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
21303,2021,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,6840.0,967840.0,0.007071,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
21308,2021,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,3880.0,967840.0,0.004004,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
21327,2021,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Accident vasculaire cérébral aigu,MCV_AVC_AIG,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1190.0,121490.0,0.009787,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
21349,2021,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,MCV_AVC_CHR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,5660.0,846350.0,0.006682,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
21350,2021,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,MCV_AVC_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,3310.0,846350.0,0.003906,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
21355,2021,Maladies cardioneurovasculaires,Artériopathie périphérique,Artériopathie périphérique,MCV_APE_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,147150.0,706830.0,0.208176,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
21383,2021,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1610.0,395730.0,0.004056,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
21404,2021,Maladies cardioneurovasculaires,Embolie pulmonaire,Embolie pulmonaire,MCV_EPU_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,330.0,50090.0,0.006668,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
21420,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,7750.0,830490.0,0.009328,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
21441,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque aiguë,MCV_ICA_AIG,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1780.0,182570.0,0.009722,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
